Date,Open,High,Low,Close,Adj Close,Volume
2009-05-04,157.750000,174.899994,153.750000,157.737503,125.214455,89227964
2009-05-11,159.625000,163.712494,151.324997,161.012497,127.814178,42496512
2009-05-18,191.649994,197.899994,157.500000,158.512497,125.829674,31917400
2009-05-25,159.000000,177.500000,155.125000,176.149994,139.830566,51690312
2009-06-01,168.337494,182.175003,168.337494,180.337494,143.154694,36179756
2009-06-08,181.175003,201.250000,180.000000,191.137497,151.727905,38584188
2009-06-15,191.175003,197.500000,185.600006,189.899994,150.745529,27162282
2009-06-22,192.199997,202.199997,179.000000,198.699997,158.751373,32340218
2009-06-29,199.925003,201.000000,190.600006,195.475006,156.174789,20989164
2009-07-06,198.500000,200.725006,184.125000,197.574997,157.852585,26421806
2009-07-13,195.000000,222.875000,194.125000,217.050003,173.412125,30745894
2009-07-20,222.500000,257.450012,222.500000,242.274994,193.565628,73792046
2009-07-27,241.000000,272.500000,235.649994,262.975006,210.103851,43366920
2009-08-03,265.000000,270.600006,253.050003,254.550003,204.215683,24157264
2009-08-10,257.575012,279.000000,255.500000,260.750000,209.189682,45979734
2009-08-17,258.399994,258.750000,247.000000,254.625000,204.275818,30306016
2009-08-24,257.975006,283.000000,256.774994,270.399994,216.931458,33383190
2009-08-31,265.500000,272.200012,259.549988,265.950012,213.361404,39254154
2009-09-07,267.899994,285.250000,266.799988,280.174988,224.773560,37379158
2009-09-14,266.825012,295.000000,266.825012,292.000000,234.260345,22534248
2009-09-21,292.500000,305.825012,277.500000,293.700012,235.624222,18157244
2009-09-28,293.200012,324.950012,293.200012,313.575012,251.569214,17206492
2009-10-05,309.350006,319.500000,278.325012,280.875000,225.335114,43978272
2009-10-12,283.500000,302.200012,281.774994,299.149994,239.996460,20576122
2009-10-19,300.799988,322.950012,300.799988,319.899994,256.643463,25359606
2009-10-26,321.500000,328.950012,310.000000,314.149994,252.030441,19353776
2009-11-02,315.600006,318.000000,300.500000,311.075012,250.342453,14234872
2009-11-09,312.500000,337.450012,307.500000,335.075012,269.656738,21417566
2009-11-16,335.000000,352.850006,329.649994,346.575012,278.911652,20716490
2009-11-23,347.500000,355.825012,327.500000,335.225006,269.777557,17336776
2009-11-30,337.000000,351.700012,337.000000,347.600006,279.736481,16186920
2009-12-07,349.000000,357.200012,345.125000,353.049988,284.122437,15490468
2009-12-14,350.500000,365.750000,347.500000,363.750000,292.733429,15238964
2009-12-21,365.049988,378.500000,359.600006,373.399994,300.499420,20044508
2009-12-28,373.399994,377.500000,357.625000,374.399994,301.304199,6581850
2010-01-04,377.399994,379.774994,348.250000,349.899994,281.587463,19850416
2010-01-11,352.000000,399.799988,350.200012,395.700012,318.445709,42528992
2010-01-18,400.000000,414.500000,372.350006,378.924988,304.945740,29427482
2010-01-25,378.750000,390.649994,356.075012,368.100006,296.234222,19863206
2010-02-01,367.174988,381.399994,358.299988,361.750000,291.895935,18418606
2010-02-08,364.500000,373.975006,354.075012,371.350006,299.642151,11926768
2010-02-15,375.000000,383.975006,369.274994,375.274994,302.809204,10175948
2010-02-22,378.500000,389.274994,373.075012,380.899994,307.348022,13761488
2010-03-01,380.899994,387.000000,377.500000,381.299988,307.670807,10149012
2010-03-08,383.799988,400.000000,380.000000,398.475006,321.529205,16786352
2010-03-15,398.475006,422.950012,395.575012,410.450012,331.191956,21759262
2010-03-22,407.450012,418.399994,403.075012,412.524994,332.866089,12520462
2010-03-29,412.000000,414.649994,388.649994,403.899994,325.906708,19404904
2010-04-05,408.500000,408.500000,390.575012,395.799988,319.370911,17241210
2010-04-12,395.500000,417.450012,393.625000,407.549988,328.851990,19376708
