Date,Open,High,Low,Close,Adj Close,Volume
2009-05-04,236.000000,242.000000,229.350006,233.050003,185.364639,23395197
2009-05-11,235.250000,236.500000,218.100006,224.300003,178.405045,28328250
2009-05-18,244.949997,264.399994,224.000000,232.000000,184.529526,28967903
2009-05-25,231.000000,238.699997,228.100006,230.800003,183.575043,20217809
2009-06-01,228.550003,257.700012,228.550003,252.000000,200.437225,20241755
2009-06-08,252.000000,269.899994,245.350006,255.750000,203.419937,20439799
2009-06-15,257.899994,267.000000,252.149994,260.750000,210.638031,14836486
2009-06-22,260.549988,268.000000,252.399994,266.049988,214.919464,21787197
2009-06-29,266.000000,275.950012,262.250000,273.149994,220.654999,15040439
2009-07-06,273.500000,292.500000,265.049988,267.350006,215.969604,18972679
2009-07-13,266.500000,273.500000,260.299988,266.750000,215.484924,10316217
2009-07-20,267.299988,288.649994,264.100006,282.649994,228.329208,17007196
2009-07-27,284.000000,306.700012,266.000000,291.500000,235.478409,45602436
2009-08-03,291.000000,298.899994,268.399994,269.600006,217.787231,15043256
2009-08-10,272.000000,274.000000,250.649994,256.899994,207.527939,29820814
2009-08-17,256.899994,262.950012,246.600006,260.750000,210.638031,14604820
2009-08-24,262.000000,272.700012,255.199997,260.350006,210.314972,17149596
2009-08-31,259.950012,277.149994,255.800003,273.049988,220.574173,13200573
2009-09-07,274.149994,277.700012,253.699997,256.100006,206.881699,16054477
2009-09-14,256.450012,263.700012,255.149994,261.649994,211.365051,12107725
2009-09-21,261.649994,266.350006,255.399994,259.500000,209.628265,22577419
2009-09-28,259.500000,266.750000,256.200012,265.399994,214.394363,13279751
2009-10-05,264.950012,292.000000,262.649994,286.899994,231.762405,17395554
2009-10-12,285.000000,295.899994,282.250000,286.549988,231.479675,5396852
2009-10-19,286.549988,292.100006,270.000000,280.649994,226.713593,8218475
2009-10-26,282.000000,287.649994,274.299988,283.500000,229.015884,13594314
2009-11-02,283.500000,283.500000,268.549988,272.600006,220.210724,10401831
2009-11-09,273.250000,275.000000,262.500000,269.799988,220.311813,14869918
2009-11-16,271.450012,280.500000,270.000000,276.600006,225.864517,7862326
2009-11-23,278.649994,289.799988,275.899994,284.299988,232.152130,10727494
2009-11-30,286.000000,286.500000,268.750000,271.950012,222.067520,11741063
2009-12-07,273.299988,277.950012,270.049988,272.950012,222.884064,7751013
2009-12-14,273.899994,274.000000,262.000000,263.350006,215.044937,13115101
2009-12-21,263.100006,269.799988,259.649994,265.649994,216.923035,10536629
2009-12-28,265.649994,269.750000,263.600006,264.799988,216.228928,4456374
2010-01-04,264.799988,267.250000,262.500000,265.950012,217.168030,10468225
2010-01-11,266.600006,268.350006,255.300003,256.399994,209.369690,15941226
2010-01-18,256.500000,261.100006,251.949997,257.950012,210.635406,12621125
2010-01-25,258.700012,264.549988,241.050003,242.300003,197.855988,25105095
2010-02-01,243.800003,243.800003,227.000000,229.050003,187.036407,19950608
2010-02-08,231.000000,238.199997,229.149994,233.399994,190.588440,10739013
2010-02-15,233.399994,245.449997,229.000000,241.000000,196.794479,12815466
2010-02-22,244.000000,247.350006,232.649994,236.199997,192.874908,8603264
2010-03-01,236.199997,244.399994,232.899994,243.000000,198.427567,7527990
2010-03-08,243.000000,244.699997,218.399994,219.399994,179.156448,21831586
2010-03-15,221.399994,229.899994,218.000000,228.949997,186.954712,18227821
2010-03-22,228.000000,239.399994,226.000000,238.500000,194.753006,16056784
2010-03-29,238.800003,242.300003,230.000000,230.399994,188.138779,11862566
2010-04-05,231.100006,232.350006,220.699997,221.350006,180.748810,13740573
2010-04-12,221.500000,227.699997,221.500000,227.000000,185.362427,13283008
2010-04-19,226.000000,241.199997,223.800003,239.100006,195.242981,15968714
2010-04-26,239.500000,244.000000,231.350006,239.800003,195.814545,16230398
2010-05-03,240.899994,242.000000,227.000000,234.600006,191.568390,9398131
2010-05-10,257.000000,257.000000,233.350006,233.899994,190.996780,8145443
2010-05-17,237.100006,246.000000,229.149994,230.699997,188.383759,8146900
2010-05-24,236.899994,239.800003,226.250000,236.350006,192.997406,7946031
2010-05-31,237.000000,257.200012,232.350006,251.699997,205.531830,11399479
